year,pnid,D_SEX,D_AGE,RQ7_1,Q3_1a1,REGION_01,REGION_02,REGION_03,REGION_04,REGION_05,REGION_06,REGION_07,REGION_08,REGION_09,REGION_10,REGION_11,REGION_12,REGION_13,REGION_14,REGION_15,REGION_16,REGION_17
2023,9488,1,2,1,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2023,9489,1,6,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9490,2,2,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9492,2,4,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9496,1,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9497,2,2,3,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9498,1,5,3,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9500,1,6,3,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9501,1,2,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9502,2,2,3,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9503,1,1,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9506,2,5,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9507,2,2,2,14.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9508,2,5,2,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9509,2,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9510,2,4,3,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9511,2,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9512,1,5,3,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9513,1,2,2,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9515,2,2,2,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9516,1,4,3,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9519,2,3,2,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9520,2,4,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9522,2,2,2,7.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
2023,9523,1,2,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9525,1,3,1,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9528,2,5,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9532,1,2,2,11.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9533,2,6,2,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9534,1,6,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9536,1,2,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9538,1,5,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9545,1,2,3,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9546,1,6,3,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9548,2,6,3,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9549,2,2,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9551,2,5,3,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,9552,1,2,2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2023,9553,1,3,2,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9556,1,4,2,11.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2023,9557,2,2,3,8.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9560,2,2,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9563,2,6,3,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9565,2,2,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9566,2,6,2,3.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2023,9567,2,1,3,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9569,1,3,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9570,1,2,2,3.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,9572,2,2,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9573,2,3,1,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9574,1,3,2,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,9575,2,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9578,2,4,3,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9579,1,2,3,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9580,2,2,3,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9587,2,3,2,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9589,1,3,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9596,1,2,1,3.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0
2023,9597,2,2,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9598,1,5,2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9604,1,3,3,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9607,2,4,1,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9610,2,5,3,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9613,2,3,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9614,2,2,1,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9615,2,2,1,2.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9616,1,5,2,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9618,2,3,1,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9620,1,2,1,1.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2023,9621,1,2,2,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9622,1,4,1,11.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,9623,2,4,3,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9624,2,3,3,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9625,2,5,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,9626,2,5,3,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9627,2,3,1,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9628,2,2,3,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9630,2,6,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9631,1,2,3,13.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9632,2,2,3,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9633,2,3,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9637,2,3,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9639,2,6,2,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9641,2,3,2,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9643,2,3,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9644,2,2,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9645,2,3,3,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9647,2,5,1,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,9648,1,2,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9649,2,5,2,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9650,1,4,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9651,2,2,2,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9652,2,3,2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9653,1,3,1,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023,9654,1,5,3,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9655,2,2,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2023,9656,1,3,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9657,2,2,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9659,1,2,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9661,2,5,3,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9662,1,5,2,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9663,1,2,3,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9664,1,5,3,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9666,2,6,2,12.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9667,1,5,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,9671,1,6,2,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9672,2,4,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9675,2,3,3,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9677,2,3,3,7.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9680,2,1,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9681,2,3,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9682,2,3,1,8.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9684,2,6,3,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9685,2,6,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9686,1,3,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9687,2,5,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9688,2,3,1,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9690,2,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9691,2,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9692,1,2,2,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9693,2,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9694,2,2,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9696,2,2,2,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9698,2,2,1,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9699,2,5,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9701,2,4,1,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9702,1,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9704,2,4,1,17.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9705,2,2,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9706,1,5,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9708,1,5,3,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9709,1,4,3,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9710,2,5,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9711,2,6,1,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9712,2,2,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9717,1,2,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9718,1,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9719,2,5,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9720,1,3,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9722,1,5,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9723,1,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9724,2,2,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9725,2,5,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9726,1,5,2,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2023,9727,2,3,1,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9728,2,3,1,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9729,2,2,2,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9730,2,2,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9732,2,2,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9733,2,4,3,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9734,2,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9735,2,2,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9736,2,2,1,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9738,1,3,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9740,2,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9741,2,3,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9744,2,5,1,3.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2023,9747,2,3,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9748,1,4,3,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9760,2,1,1,10.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9761,2,3,1,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9762,1,4,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9763,1,6,1,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9766,2,4,2,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9767,2,3,3,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9768,1,3,2,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9769,2,2,3,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9770,1,3,2,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9771,2,4,3,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9773,1,6,2,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
2023,9775,2,1,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9777,1,3,3,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9778,2,3,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9779,2,2,3,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9780,2,3,2,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9781,1,5,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9782,2,3,3,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9786,2,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9787,2,2,3,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9788,1,4,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9794,2,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9795,2,2,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9797,2,3,2,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9798,1,3,3,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9800,2,6,1,7.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2023,9802,2,3,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9803,2,3,1,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9804,2,3,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9805,1,3,3,14.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9806,2,6,2,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9808,2,6,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9810,2,3,1,11.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2023,9811,1,5,2,5.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2023,9813,2,3,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9815,2,2,1,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9818,2,2,1,6.0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2023,9819,1,3,1,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9820,1,6,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,9823,2,2,1,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9825,2,2,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2023,9826,2,1,3,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9828,1,2,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9832,1,3,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9833,1,3,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9834,2,2,2,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9835,2,2,2,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9837,1,5,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9841,2,3,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9843,2,5,1,5.0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2023,9844,1,5,2,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9845,2,3,1,12.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,9847,2,4,2,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9851,1,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9853,2,2,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9860,2,3,3,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9863,2,5,1,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9864,2,3,3,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9865,2,3,3,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9866,1,6,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9867,2,4,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9870,2,4,3,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9871,2,4,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9872,2,5,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9873,2,4,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9877,2,3,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9878,2,5,2,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9880,2,4,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9883,1,3,3,8.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9891,2,5,1,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9894,1,3,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9897,1,4,1,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023,9902,1,5,3,12.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9903,2,3,1,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9908,2,3,3,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9909,2,3,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9911,2,3,2,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2023,9912,1,3,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9913,1,2,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9914,2,3,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9916,2,5,3,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9917,2,1,3,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9918,2,4,1,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9923,2,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9924,2,3,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2023,9926,2,2,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9928,1,5,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9929,2,2,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9930,1,2,2,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9931,2,2,1,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9934,2,4,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9935,2,4,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9937,1,3,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9938,2,2,3,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9941,2,1,3,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9942,1,4,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9944,1,3,2,2.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9945,2,4,1,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023,9946,2,5,3,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9948,1,3,1,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2023,9949,2,3,3,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9950,1,2,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9952,2,2,3,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9953,2,2,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9954,2,2,2,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9956,2,6,2,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9957,2,2,2,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,9958,2,6,2,3.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2023,9959,1,5,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9960,2,5,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9961,2,3,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9964,1,3,3,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,9966,2,3,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9967,2,6,3,5.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9968,2,3,2,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,9969,1,2,2,5.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9971,1,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9972,2,6,2,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
